MANAGEMENT POLICY: First	POOL SIZE 1024 KB
Failed Req 89 is size 53152
Failed Req 217 is size 128224
Failed Req 226 is size 122592
Failed Req 302 is size 118560
Failed Req 346 is size 112864
Failed Req 350 is size 128160
Failed Req 556 is size 126048
Failed Req 634 is size 65696
Failed Req 635 is size 100448
Failed Req 873 is size 80736

TOTAL ALLOCATIONS: 490

Seq #	Type	Size/Rq#	Done?	Free Total	Free Elems	Largest Chunk
661	alloc	27296		YES	640480		4		443616
662	free	646		YES	758016		4		443616
663	alloc	127584		YES	630432		4		443616
664	alloc	12704		YES	617728		4		443616
665	free	644		YES	633376		4		443616
666	free	652		YES	674944		3		443616
667	alloc	105632		YES	569312		3		443616
668	free	651		YES	650240		4		443616
669	free	667		YES	755872		4		443616
670	alloc	53664		YES	702208		4		443616
671	alloc	30752		YES	671456		4		443616
672	free	670		YES	725120		5		443616
673	alloc	51552		YES	673568		5		443616
674	alloc	59232		YES	614336		5		443616
675	free	654		YES	662944		4		573152
676	alloc	126816		YES	536128		4		446336
677	free	664		YES	548832		5		446336
678	alloc	54688		YES	494144		5		446336
679	alloc	9760		YES	484384		5		446336

Seq #	Type	Size/Rq#	Done?	Free Total	Free Elems	Largest Chunk
680	free	650		YES	560896		5		446336
681	alloc	111456		YES	449440		5		334880
682	alloc	28896		YES	420544		5		334880
683	alloc	45088		YES	375456		5		334880
684	free	671		YES	406208		4		334880
685	alloc	11040		YES	395168		4		334880
686	free	663		YES	522752		4		334880
687	alloc	52000		YES	470752		4		334880
688	alloc	16736		YES	454016		4		334880
689	alloc	62816		YES	391200		4		334880
690	free	688		YES	407936		5		334880
691	free	661		YES	435232		6		334880
692	free	674		YES	494464		6		334880
693	free	673		YES	546016		6		334880
694	alloc	3040		YES	542976		6		334880
695	alloc	56672		YES	486304		6		334880
696	alloc	31584		YES	454720		6		334880
697	free	682		YES	483616		7		334880
698	free	683		YES	528704		6		334880
699	free	679		YES	538464		6		334880

Seq #	Type	Size/Rq#	Done?	Free Total	Free Elems	Largest Chunk
700	free	681		YES	649920		6		446336
701	alloc	81888		YES	568032		6		446336
702	free	685		YES	579072		6		446336
703	alloc	44320		YES	534752		6		402016
704	alloc	75040		YES	459712		6		326976
705	free	676		YES	586528		6		326976
706	free	678		YES	641216		6		326976
707	alloc	113376		YES	527840		6		326976
708	free	703		YES	572160		6		326976
709	alloc	21472		YES	550688		6		326976
710	alloc	19744		YES	530944		6		326976
711	free	687		YES	582944		5		326976
712	free	694		YES	585984		6		326976
713	alloc	123936		YES	462048		6		203040
714	alloc	117664		YES	344384		6		91712
715	free	701		YES	426272		6		173600
716	free	689		YES	489088		6		173600
717	alloc	71712		YES	417376		6		173600
718	free	707		YES	530752		5		355744
719	alloc	31584		YES	499168		5		355744

Seq #	Type	Size/Rq#	Done?	Free Total	Free Elems	Largest Chunk
720	free	695		YES	555840		4		454880
721	alloc	114592		YES	441248		4		340288
722	free	717		YES	512960		5		340288
723	alloc	608		YES	512352		5		340288
724	alloc	19360		YES	492992		5		340288
725	alloc	58592		YES	434400		5		281696
726	free	696		YES	465984		5		281696
727	free	709		YES	487456		4		281696
728	free	725		YES	546048		4		340288
729	alloc	51360		YES	494688		4		340288
730	free	713		YES	618624		5		340288
731	free	704		YES	693664		4		539264
732	free	710		YES	713408		4		539264
733	alloc	22112		YES	691296		4		539264
734	alloc	108960		YES	582336		4		430304
735	alloc	18016		YES	564320		4		430304
736	alloc	24864		YES	539456		4		430304
737	alloc	92064		YES	447392		4		338240
738	free	734		YES	556352		5		338240
739	alloc	88800		YES	467552		5		338240

Seq #	Type	Size/Rq#	Done?	Free Total	Free Elems	Largest Chunk
740	free	721		YES	582144		6		338240
741	alloc	27296		YES	554848		6		338240
742	free	719		YES	586432		6		338240
743	free	714		YES	704096		5		541280
744	free	723		YES	704704		6		541280
745	free	739		YES	793504		5		541280
746	alloc	99040		YES	694464		5		541280
747	free	724		YES	713824		5		541280
748	free	733		YES	735936		5		541280
749	alloc	117920		YES	618016		5		423360
750	free	746		YES	717056		5		423360
751	free	737		YES	809120		5		423360
752	free	735		YES	827136		5		423360
753	alloc	76064		YES	751072		5		423360
754	free	729		YES	802432		4		423360
755	alloc	38816		YES	763616		4		423360
756	alloc	32544		YES	731072		4		423360
757	free	753		YES	807136		4		423360
758	alloc	22880		YES	784256		4		423360
759	free	736		YES	809120		3		423360

Seq #	Type	Size/Rq#	Done?	Free Total	Free Elems	Largest Chunk
760	alloc	56096		YES	753024		3		423360
761	alloc	31328		YES	721696		3		423360
762	alloc	3360		YES	718336		3		423360
763	free	758		YES	741216		4		423360
764	alloc	105696		YES	635520		4		423360
765	alloc	97952		YES	537568		4		423360
766	free	749		YES	655488		3		625952
767	free	741		YES	682784		3		625952
768	alloc	19808		YES	662976		3		625952
769	alloc	18272		YES	644704		3		625952
770	alloc	115680		YES	529024		3		510272
771	alloc	53984		YES	475040		3		456288
772	free	770		YES	590720		4		456288
773	free	755		YES	629536		5		456288
774	alloc	112032		YES	517504		5		456288
775	alloc	5792		YES	511712		5		456288
776	free	761		YES	543040		6		456288
777	free	756		YES	575584		6		456288
778	free	775		YES	581376		6		456288
779	alloc	28384		YES	552992		6		456288

Seq #	Type	Size/Rq#	Done?	Free Total	Free Elems	Largest Chunk
780	alloc	121824		YES	431168		6		334464
781	free	769		YES	449440		6		334464
782	free	768		YES	469248		5		334464
783	alloc	15456		YES	453792		5		334464
784	free	765		YES	551744		6		334464
785	free	783		YES	567200		6		334464
786	free	764		YES	672896		5		334464
787	alloc	17824		YES	655072		5		334464
788	free	774		YES	767104		4		353280
789	alloc	16736		YES	750368		4		353280
790	free	760		YES	806464		3		353280
791	free	762		YES	809824		2		475360
792	alloc	81376		YES	728448		2		393984
793	alloc	39328		YES	689120		2		354656
794	alloc	34592		YES	654528		2		334464
795	free	771		YES	708512		2		374048
796	alloc	124896		YES	583616		2		334464
797	free	793		YES	622944		3		334464
798	alloc	69856		YES	553088		3		334464
799	alloc	92640		YES	460448		3		334464

Seq #	Type	Size/Rq#	Done?	Free Total	Free Elems	Largest Chunk
800	free	779		YES	488832		4		334464
801	free	789		YES	505568		5		334464
802	alloc	126624		YES	378944		5		207840
803	alloc	16864		YES	362080		5		207840
804	free	799		YES	454720		5		207840
805	free	792		YES	536096		4		207840
806	free	780		YES	657920		4		301120
807	alloc	39520		YES	618400		4		301120
808	alloc	4128		YES	614272		4		301120
809	free	803		YES	631136		5		301120
810	free	787		YES	648960		5		301120
811	alloc	125984		YES	522976		5		207840
812	alloc	107040		YES	415936		5		207840
813	alloc	123808		YES	292128		5		97920
814	alloc	77088		YES	215040		5		84032
815	free	813		YES	338848		5		207840
816	free	802		YES	465472		4		402560
817	free	798		YES	535328		5		402560
818	free	807		YES	574848		5		402560
819	alloc	82912		YES	491936		5		319648

Seq #	Type	Size/Rq#	Done?	Free Total	Free Elems	Largest Chunk
820	alloc	51552		YES	440384		5		319648
821	alloc	67360		YES	373024		5		319648
822	free	794		YES	407616		5		319648
823	alloc	76000		YES	331616		5		243648
824	alloc	23840		YES	307776		5		243648
825	free	796		YES	432672		5		243648
826	free	823		YES	508672		5		319648
827	alloc	38112		YES	470560		5		319648
828	alloc	110112		YES	360448		5		319648
829	free	821		YES	427808		4		319648
830	free	828		YES	537920		4		319648
831	free	808		YES	542048		4		319648
832	alloc	2656		YES	539392		4		319648
833	free	832		YES	542048		4		319648
834	alloc	120352		YES	421696		4		319648
835	alloc	80864		YES	340832		4		238784
836	alloc	48544		YES	292288		4		238784
837	free	811		YES	418272		4		238784
838	alloc	18784		YES	399488		4		238784
839	alloc	50592		YES	348896		4		238784

Seq #	Type	Size/Rq#	Done?	Free Total	Free Elems	Largest Chunk
840	free	812		YES	455936		4		238784
841	alloc	54880		YES	401056		4		238784
842	free	814		YES	478144		4		238784
843	free	820		YES	529696		3		238784
844	free	834		YES	650048		4		238784
845	free	819		YES	732960		4		238784
846	alloc	103264		YES	629696		4		238784
847	alloc	114464		YES	515232		4		238784
848	free	846		YES	618496		4		238784
849	alloc	14112		YES	604384		4		238784
850	free	836		YES	652928		4		238784
851	alloc	21344		YES	631584		4		238784
852	free	847		YES	746048		4		238784
853	free	835		YES	826912		3		549440
854	free	824		YES	850752		3		549440
855	alloc	56928		YES	793824		3		549440
856	alloc	126624		YES	667200		3		549440
857	free	827		YES	705312		3		549440
858	alloc	63584		YES	641728		3		549440
859	free	839		YES	692320		3		549440

Seq #	Type	Size/Rq#	Done?	Free Total	Free Elems	Largest Chunk
860	free	841		YES	747200		2		697184
861	alloc	18912		YES	728288		2		697184
862	free	838		YES	747072		3		697184
863	alloc	111328		YES	635744		3		585856
864	alloc	113120		YES	522624		3		472736
865	alloc	59104		YES	463520		3		413632
866	alloc	2592		YES	460928		3		413632
867	alloc	800		YES	460128		3		413632
868	free	861		YES	479040		3		413632
869	alloc	92832		YES	386208		3		320800
870	alloc	125088		YES	261120		3		195712
871	alloc	124128		YES	136992		3		71584
872	free	867		YES	137792		3		71584
873	alloc	80736		NO	137792		3		71584
874	alloc	24736		YES	113056		3		71584
875	free	856		YES	239680		3		151904
876	free	849		YES	253792		3		151904
877	free	866		YES	256384		3		151904
878	alloc	58400		YES	197984		3		93504
879	alloc	7584		YES	190400		3		93504

Seq #	Type	Size/Rq#	Done?	Free Total	Free Elems	Largest Chunk
880	free	863		YES	301728		3		204832
881	free	851		YES	323072		3		204832
882	free	870		YES	448160		4		204832
883	free	865		YES	507264		5		204832
884	free	858		YES	570848		6		204832
885	free	855		YES	627776		5		204832
886	alloc	117920		YES	509856		5		204832
887	alloc	14752		YES	495104		5		204832
888	free	871		YES	619232		4		320800
889	free	879		YES	626816		5		320800
890	free	878		YES	685216		5		320800
891	free	864		YES	798336		4		435456
892	free	874		YES	823072		3		494688
893	alloc	107744		YES	715328		3		386944
894	alloc	57568		YES	657760		3		329376
895	alloc	160		YES	657600		3		329376
896	alloc	58720		YES	598880		3		320800
897	free	869		YES	691712		2		684288
898	alloc	121440		YES	570272		2		562848
899	free	873		NO	570272		2		562848

Seq #	Type	Size/Rq#	Done?	Free Total	Free Elems	Largest Chunk
900	alloc	38496		YES	531776		2		524352
901	free	895		YES	531936		2		524352
902	alloc	29344		YES	502592		2		495008
903	free	886		YES	620512		2		495008
904	free	887		YES	635264		2		495008
905	alloc	25120		YES	610144		2		495008
906	alloc	29984		YES	580160		2		495008
907	free	905		YES	605280		3		495008
908	free	893		YES	713024		3		495008
909	free	906		YES	743008		2		495008
910	alloc	59104		YES	683904		2		495008
911	free	896		YES	742624		3		495008
912	alloc	77344		YES	665280		3		495008
913	free	900		YES	703776		4		495008
914	alloc	25312		YES	678464		4		495008
915	alloc	14112		YES	664352		4		495008
916	free	894		YES	721920		3		495008
917	alloc	42336		YES	679584		3		495008
918	alloc	18976		YES	660608		3		495008
919	alloc	68192		YES	592416		3		495008

Seq #	Type	Size/Rq#	Done?	Free Total	Free Elems	Largest Chunk
920	free	902		YES	621760		2		562848
921	free	919		YES	689952		2		562848
922	free	910		YES	749056		3		562848
923	alloc	25504		YES	723552		3		562848
924	free	898		YES	844992		2		811392
925	free	912		YES	922336		2		811392
926	alloc	4576		YES	917760		2		811392
927	free	918		YES	936736		2		830368
928	free	915		YES	950848		3		830368
929	alloc	126048		YES	824800		3		704320
930	free	929		YES	950848		3		830368
931	alloc	34464		YES	916384		3		830368
932	free	926		YES	920960		4		830368
933	alloc	22240		YES	898720		4		830368
934	alloc	30048		YES	868672		4		830368
935	free	914		YES	893984		3		830368
936	alloc	68704		YES	825280		3		761664
937	alloc	60768		YES	764512		3		700896
938	free	917		YES	806848		3		700896
939	alloc	126368		YES	680480		3		574528

Seq #	Type	Size/Rq#	Done?	Free Total	Free Elems	Largest Chunk
940	alloc	110624		YES	569856		3		463904
941	alloc	57248		YES	512608		3		463904
942	free	933		YES	534848		4		463904
943	alloc	3360		YES	531488		4		463904
944	alloc	110496		YES	420992		4		353408
945	alloc	90400		YES	330592		4		263008
946	free	931		YES	365056		3		263008
947	free	945		YES	455456		3		353408
948	free	941		YES	512704		3		353408
949	alloc	50400		YES	462304		3		353408
950	alloc	52704		YES	409600		3		353408
951	alloc	116832		YES	292768		3		236576
952	free	939		YES	419136		4		236576
953	free	923		YES	444640		5		236576
954	alloc	16800		YES	427840		5		236576
955	alloc	101728		YES	326112		5		236576
956	alloc	37664		YES	288448		5		236576
957	free	954		YES	305248		5		236576
958	free	949		YES	355648		5		236576
959	free	943		YES	359008		4		236576

Seq #	Type	Size/Rq#	Done?	Free Total	Free Elems	Largest Chunk
960	alloc	30368		YES	328640		4		236576
961	free	944		YES	439136		5		236576
962	alloc	32672		YES	406464		5		236576
963	free	936		YES	475168		5		236576
964	free	934		YES	505216		5		236576
965	free	937		YES	565984		5		236576
966	alloc	41184		YES	524800		5		236576
967	alloc	75168		YES	449632		5		236576
968	free	956		YES	487296		6		236576
969	free	940		YES	597920		5		245760
970	alloc	95456		YES	502464		5		236576
971	free	955		YES	604192		5		236576
972	alloc	76320		YES	527872		5		236576
973	free	972		YES	604192		5		236576
974	alloc	30944		YES	573248		5		236576
975	alloc	1376		YES	571872		5		236576
976	free	950		YES	624576		5		236576
977	free	951		YES	741408		4		503712
978	alloc	78880		YES	662528		4		503712
979	free	960		YES	692896		5		503712

Seq #	Type	Size/Rq#	Done?	Free Total	Free Elems	Largest Chunk
980	alloc	13536		YES	679360		5		503712
981	alloc	90656		YES	588704		5		413056
982	free	980		YES	602240		5		413056
983	alloc	4640		YES	597600		5		413056
984	alloc	87840		YES	509760		5		413056
985	free	962		YES	542432		5		413056
986	alloc	26592		YES	515840		5		413056
987	alloc	42016		YES	473824		5		413056
988	free	975		YES	475200		6		413056
989	alloc	119072		YES	356128		6		293984
990	free	966		YES	397312		5		293984
991	free	967		YES	472480		5		293984
992	free	970		YES	567936		5		293984
993	free	974		YES	598880		4		293984
994	free	978		YES	677760		4		293984
995	free	981		YES	768416		4		293984
996	free	983		YES	773056		5		293984
997	free	984		YES	860896		4		487904
998	free	986		YES	887488		3		487904
999	free	987		YES	929504		2		635520

Seq #	Type	Size/Rq#	Done?	Free Total	Free Elems	Largest Chunk
1000	free	989		YES	1167648		1		1048576
